prestamo_id,cliente_sk,fecha_sk,producto_sk,monto,tasa_interes,plazo_meses,ingreso_estimado,costo_fondeo_estimado,score_riesgo,max_dias_mora,es_default,margen_estimado
2267,2545,1299,9,75707.46,0.0953,240,144298.42,72679.16,24.71,79,False,71619.26
2268,2546,2827,8,47651.01,0.1583,24,15086.31,5241.61,68.62,117,True,9844.7
2269,2546,2968,8,38311.0,0.1315,60,25189.48,10535.52,68.4,0,False,14653.96
2270,2547,2490,9,71426.98,0.1047,120,74784.05,34284.95,48.58,28,False,40499.1
2271,2547,2249,9,72905.53,0.1112,240,162141.9,69989.31,46.51,87,False,92152.59
2272,2549,2568,8,54827.59,0.1034,36,17007.52,9046.55,60.54,53,False,7960.97
2273,2550,2592,9,104823.89,0.1004,180,157864.78,75473.2,56.28,40,False,82391.58
2274,2551,3025,7,12057.46,0.1471,48,7094.61,2893.79,53.78,118,True,4200.82
2275,2551,2315,8,14635.62,0.1031,36,4526.8,2414.88,53.65,115,True,2111.92
2276,2552,2398,8,12416.37,0.1791,60,11118.86,3414.5,45.53,116,True,7704.36
2277,2553,2487,9,105005.0,0.0943,180,148529.57,75603.6,47.74,0,False,72925.97
2278,2554,2014,8,15529.72,0.1298,48,8063.03,3416.54,38.05,43,False,4646.49
2279,2554,2530,9,62014.22,0.1005,120,62324.29,29766.83,34.6,194,True,32557.46
2280,2555,1231,8,25691.48,0.106,60,13616.48,7065.16,33.93,99,True,6551.32
2281,2557,926,8,10767.67,0.1762,36,5691.79,1776.67,32.75,120,True,3915.12
2282,2558,3018,8,18780.51,0.1511,60,14188.68,5164.64,73.92,0,False,9024.04
2283,2558,3056,8,14303.79,0.1025,36,4398.42,2360.13,74.23,0,False,2038.29
2284,2562,1639,7,26019.52,0.255,12,6634.98,1561.17,47.42,357,True,5073.81
2285,2562,2056,7,12644.56,0.1696,24,4289.03,1517.35,47.51,180,True,2771.68
2286,2563,2856,9,52613.86,0.0958,60,25202.04,12627.33,51.33,0,False,12574.71
2287,2565,2435,9,57068.18,0.1113,240,127033.77,54785.45,56.02,94,True,72248.32
2288,2565,2849,9,54430.65,0.0851,240,92640.97,52253.42,56.04,93,True,40387.55
2289,2566,2778,7,12351.6,0.1997,36,7399.84,2223.29,59.74,102,True,5176.55
2290,2566,2942,7,19815.4,0.1688,36,10034.52,3566.77,59.23,148,True,6467.75
2291,2567,3019,7,19397.5,0.2352,12,4562.29,1163.85,43.67,0,False,3398.44
2292,2567,2402,7,6552.03,0.1797,60,5887.0,1965.61,43.26,110,True,3921.39
2293,2568,1762,8,53424.78,0.1488,36,23848.82,8815.09,21.24,41,False,15033.73
2294,2568,2842,9,65923.05,0.0975,120,64274.97,31643.06,19.74,197,True,32631.91
2295,2570,1550,7,9271.62,0.2664,12,2469.96,556.3,47.65,0,False,1913.66
2296,2570,2666,8,32004.43,0.158,36,15170.1,5280.73,45.59,0,False,9889.37
2297,2571,2681,9,60346.79,0.109,180,98667.0,43449.69,50.19,149,True,55217.31
2298,2572,2661,7,13786.21,0.1668,48,9198.16,3308.69,47.82,94,True,5889.47
2299,2573,2854,9,51963.37,0.1185,120,61576.59,24942.42,24.71,40,False,36634.17
2300,2575,1685,9,108813.65,0.1019,60,55440.55,26115.28,20.96,190,True,29325.27
2301,2576,2124,7,8400.79,0.1752,60,7359.09,2520.24,41.83,108,True,4838.85
2302,2578,3026,9,58306.78,0.0741,120,43205.32,27987.25,61.44,0,False,15218.07
2303,2580,1645,7,11036.42,0.1231,24,2717.17,1324.37,48.27,92,True,1392.8
2304,2585,2653,7,34212.37,0.1337,60,22870.97,10263.71,27.19,193,True,12607.26
2305,2585,758,8,76721.6,0.1714,72,78900.49,25318.13,25.48,103,True,53582.36
2306,2586,2946,9,53451.3,0.0941,60,25148.84,12828.31,67.3,0,False,12320.53
2307,2587,2724,8,13972.62,0.1655,60,11562.34,3842.47,67.29,78,False,7719.87
2308,2589,2956,9,70277.89,0.0706,180,74424.29,50600.08,67.9,0,False,23824.21
2309,2589,2993,7,17825.5,0.1645,48,11729.18,4278.12,72.37,68,False,7451.06
2310,2590,2787,9,56579.32,0.0984,180,83511.08,40737.11,50.74,0,False,42773.97
2311,2592,2591,7,8556.4,0.1609,48,5506.9,2053.54,64.6,102,True,3453.36
2312,2592,2865,8,18124.39,0.1024,60,9279.69,4984.21,63.72,0,False,4295.48
2313,2593,2462,7,13127.27,0.2197,24,5768.12,1575.27,48.06,85,False,4192.85
2314,2595,2316,9,71411.74,0.0997,240,142395.01,68555.27,18.42,149,True,73839.74
2316,2597,2769,7,11165.52,0.1921,60,10724.48,3349.66,53.81,43,False,7374.82
2317,2599,3022,8,27788.08,0.1555,48,17284.19,6113.38,73.16,114,True,11170.81
2318,2600,436,7,16760.82,0.1404,48,9412.88,4022.6,21.7,87,False,5390.28
2319,2601,766,9,62442.45,0.1022,60,31908.09,14986.19,19.07,113,True,16921.9
2320,2604,2873,9,52749.86,0.0858,60,22629.69,12659.97,64.15,0,False,9969.72
2321,2604,2782,7,9674.25,0.2183,60,10559.44,2902.27,66.7,0,False,7657.17
2322,2606,2084,8,17481.45,0.1546,36,8107.9,2884.44,52.8,0,False,5223.46
2323,2606,2524,9,51425.56,0.0853,240,87732.01,49368.54,47.3,42,False,38363.47
2324,2608,1519,9,61781.16,0.0786,240,97119.98,59309.91,26.31,120,True,37810.07
2325,2609,1429,9,69587.95,0.1148,60,39943.48,16701.11,26.24,199,True,23242.37
2326,2610,2980,9,55488.71,0.1018,60,28243.75,13317.29,63.14,104,True,14926.46
2327,2611,2514,7,42154.7,0.1773,12,7474.03,2529.28,51.57,106,True,4944.75
2328,2612,2197,7,12126.21,0.2665,12,3231.63,727.57,28.81,140,True,2504.06
2329,2613,1180,9,57516.58,0.0968,240,111352.1,55215.92,23.56,114,True,56136.18
2330,2615,2663,9,52040.41,0.0772,60,20087.6,12489.7,59.47,112,True,7597.9
2331,2615,2922,9,55661.71,0.1126,180,94012.63,40076.43,57.48,0,False,53936.2
2332,2616,2123,8,60041.74,0.1657,36,29846.75,9906.89,40.41,119,True,19939.86
2333,2616,1633,9,55442.94,0.1196,120,66309.76,26612.61,39.07,102,True,39697.15
2335,2619,2665,8,17085.82,0.1631,72,16720.18,5638.32,56.26,82,False,11081.86
2336,2621,1070,8,43567.26,0.1334,24,11623.74,4792.4,30.86,128,True,6831.34
2337,2622,1707,8,12673.5,0.157,60,9948.7,3485.21,33.71,144,True,6463.49
2338,2623,2022,9,52472.01,0.0753,120,39511.42,25186.56,42.43,73,False,14324.86
2339,2624,1855,8,18878.92,0.1452,24,5482.44,2076.68,48.89,72,False,3405.76
2340,2627,1677,8,69840.74,0.1642,60,57339.25,19206.2,24.24,186,True,38133.05
2341,2628,2347,7,3844.0,0.2476,24,1903.55,461.28,22.79,147,True,1442.27
2342,2629,3068,7,18082.47,0.1961,36,10637.92,3254.84,60.26,0,False,7383.08
2343,2630,2923,7,27339.64,0.1323,60,18085.17,8201.89,46.95,123,True,9883.28
2344,2630,2965,7,25760.31,0.2561,48,26388.86,6182.47,47.8,59,False,20206.39
2345,2631,2335,8,25493.75,0.174,36,13307.74,4206.47,42.05,0,False,9101.27
2346,2635,2195,9,58009.02,0.0865,60,25088.9,13922.16,53.99,109,True,11166.74
2347,2637,2904,9,59367.3,0.1155,180,102853.85,42744.46,29.48,0,False,60109.39
2348,2638,2227,9,63832.34,0.0703,240,89748.27,61279.05,26.72,34,False,28469.22
2349,2639,2905,9,67113.29,0.1112,240,149259.96,64428.76,65.08,27,False,84831.2
2350,2640,2249,8,26888.25,0.1456,24,7829.86,2957.71,26.47,95,True,4872.15
2351,2641,2849,7,45741.75,0.2759,48,50480.6,10978.02,60.72,0,False,39502.58
2352,2641,2323,8,74521.27,0.1659,24,24726.16,8197.34,59.21,93,True,16528.82
2353,2642,2528,9,72665.93,0.1172,240,170328.94,69759.29,43.04,106,True,100569.65
2354,2643,2578,8,14849.14,0.1274,36,5675.34,2450.11,26.09,0,False,3225.23
2355,2645,2177,7,22066.89,0.2761,60,30463.34,6620.07,45.46,116,True,23843.27
2356,2646,1747,8,14229.43,0.1398,48,7957.1,3130.47,26.37,105,True,4826.63
2357,2647,1672,8,18958.38,0.1046,48,7932.19,4170.84,32.83,98,True,3761.35
2358,2648,1606,8,11098.39,0.1174,24,2605.9,1220.82,24.81,81,False,1385.08
2359,2649,1176,9,62620.05,0.0739,240,92552.43,60115.25,29.77,181,True,32437.18
2360,2650,1664,9,71506.06,0.0793,180,85056.46,51484.36,41.98,92,True,33572.1
2361,2651,1104,9,64223.37,0.1176,60,37763.34,15413.61,23.68,113,True,22349.73
2362,2652,1686,7,4742.84,0.2196,48,4166.11,1138.28,44.31,197,True,3027.83
2363,2653,2519,9,53535.69,0.1177,180,94517.26,38545.7,50.88,93,True,55971.56
2364,2654,2909,9,80225.1,0.0912,60,36582.65,19254.02,58.57,0,False,17328.63
2365,2654,2799,7,5296.4,0.2079,48,4404.49,1271.14,62.93,0,False,3133.35
2366,2657,2920,7,13686.23,0.2284,48,12503.74,3284.7,50.77,5,False,9219.04
2367,2659,3070,9,55481.32,0.0844,120,46826.23,26631.03,70.28,0,False,20195.2
2368,2660,2994,8,16898.96,0.0938,72,9510.73,5576.66,66.07,45,False,3934.07
2369,2664,2789,8,14182.21,0.1286,72,10942.99,4680.13,53.79,57,False,6262.86
2370,2665,2949,9,54673.53,0.1006,120,55001.57,26243.29,66.22,100,True,28758.28
2371,2666,2454,8,13263.51,0.1608,48,8531.09,2917.97,42.88,195,True,5613.12
2372,2667,2611,9,53096.17,0.1097,60,29123.25,12743.08,62.8,106,True,16380.17
2373,2668,1639,7,1821.29,0.1983,12,361.16,109.28,44.81,98,True,251.88
2374,2669,1904,8,54331.84,0.1645,60,44687.94,14941.26,36.31,109,True,29746.68
2375,2670,2523,8,58308.87,0.1337,60,38979.48,16034.94,62.36,72,False,22944.54
2376,2671,2977,7,26519.6,0.2479,60,32871.04,7955.88,70.58,75,False,24915.16
2377,2672,1954,7,47578.41,0.2358,36,33656.97,8564.11,30.29,92,True,25092.86
2378,2672,1094,8,46193.39,0.1244,48,22985.83,10162.55,29.74,150,True,12823.28
2379,2674,2085,8,26075.32,0.1091,72,17068.9,8604.86,46.51,55,False,8464.04
2380,2675,915,8,23098.88,0.1716,72,23782.61,7622.63,27.81,119,True,16159.98
2381,2676,2635,8,11530.75,0.091,48,4197.19,2536.76,60.76,94,True,1660.43
2382,2677,2647,9,65774.85,0.074,60,24336.69,15785.96,52.01,0,False,8550.73
2383,2679,2503,7,35111.15,0.272,24,19100.47,4213.34,63.5,89,False,14887.13
2384,2682,3044,8,20556.0,0.1684,36,10384.89,3391.74,74.61,0,False,6993.15
2385,2683,798,7,2153.77,0.1698,36,1097.13,387.68,21.34,88,False,709.45
2386,2684,1695,7,15528.17,0.1329,36,6191.08,2795.07,36.79,101,True,3396.01
2387,2684,2456,8,62663.77,0.1225,24,15352.62,6893.01,34.72,113,True,8459.61
2388,2686,2119,7,39333.5,0.2716,48,42731.91,9440.04,40.93,117,True,33291.87
2389,2686,2037,8,27474.25,0.1736,24,9539.06,3022.17,41.48,27,False,6516.89
2390,2687,2803,9,63430.87,0.0894,60,28353.6,15223.41,64.0,74,False,13130.19
2391,2687,2922,7,21784.08,0.2465,12,5369.78,1307.04,67.3,0,False,4062.74
2392,2688,2583,7,12671.96,0.1654,12,2095.94,760.32,37.99,158,True,1335.62
2393,2690,2057,9,64942.64,0.1067,60,34646.9,15586.23,31.15,122,True,19060.67
2394,2690,2797,7,6867.14,0.226,60,7759.87,2060.14,34.25,0,False,5699.73
2395,2691,1963,7,23383.61,0.1266,60,14801.83,7015.08,49.51,131,True,7786.75
2396,2692,1859,8,33413.28,0.1799,36,18033.15,5513.19,49.54,111,True,12519.96
2397,2693,1978,8,35979.63,0.1167,48,16795.29,7915.52,44.65,63,False,8879.77
2398,2694,2713,7,6093.8,0.1897,36,3467.98,1096.88,57.44,33,False,2371.1
2399,2695,2588,8,34559.38,0.1035,72,21461.37,11404.6,56.77,71,False,10056.77
2400,2697,2397,7,24208.95,0.1777,36,12905.79,4357.61,49.41,109,True,8548.18
2401,2699,2823,8,53363.66,0.1778,48,37952.23,11740.01,19.89,114,True,26212.22
2402,2700,1929,9,54022.02,0.0981,120,52995.6,25930.57,41.63,80,False,27065.03
2403,2701,2455,9,53576.44,0.1084,60,29038.43,12858.35,47.92,138,True,16180.08
2404,2701,2351,8,15515.66,0.1444,36,6721.38,2560.08,50.43,193,True,4161.3
2405,2702,1857,7,16704.79,0.1341,60,11200.56,5011.44,46.46,359,True,6189.12
2406,2702,2745,7,46679.38,0.1585,12,7398.68,2800.76,45.85,61,False,4597.92
2407,2703,3005,8,92465.49,0.1662,24,30735.53,10171.2,66.18,154,True,20564.33
2408,2704,2243,9,65846.61,0.1196,180,118128.82,47409.56,23.26,112,True,70719.26
2409,2705,2683,7,37254.96,0.1952,24,14544.34,4470.6,25.4,157,True,10073.74
2410,2705,2102,9,51929.21,0.0968,60,25133.74,12463.01,24.06,99,True,12670.73
2411,2707,478,8,28007.86,0.1465,48,16412.61,6161.73,24.56,114,True,10250.88
2412,2707,1569,8,19819.73,0.1459,72,17350.19,6540.51,24.56,197,True,10809.68
2413,2708,3064,9,61758.87,0.1033,60,31898.46,14822.13,71.35,84,False,17076.33
2414,2709,1006,9,52244.94,0.1157,120,60447.4,25077.57,32.3,120,True,35369.83
2415,2710,1447,7,32442.22,0.2486,12,8065.14,1946.53,40.29,70,False,6118.61
2416,2714,1221,8,12141.51,0.1233,24,2994.1,1335.57,28.18,364,True,1658.53
2417,2714,2145,8,15447.66,0.1627,72,15080.01,5097.73,27.54,56,False,9982.28
2418,2715,2699,7,30584.35,0.1918,36,17598.23,5505.18,52.22,51,False,12093.05
2419,2716,1510,8,11086.79,0.1263,60,7001.31,3048.87,28.87,104,True,3952.44
2420,2718,2894,8,56365.92,0.1238,48,27912.4,12400.5,55.69,113,True,15511.9
2421,2719,2623,7,25661.66,0.2188,24,11229.54,3079.4,36.04,127,True,8150.14
2422,2722,2688,9,69570.23,0.0964,240,134131.4,66787.42,49.97,15,False,67343.98
2423,2722,2596,9,66795.75,0.0788,180,78952.58,48092.94,51.04,103,True,30859.64
2424,2723,816,8,15462.15,0.1318,36,6113.73,2551.25,28.24,195,True,3562.48
2425,2724,1945,7,13913.71,0.2069,60,14393.73,4174.11,48.7,117,True,10219.62
2426,2725,2219,8,107786.16,0.0919,72,59433.29,35569.43,32.84,279,True,23863.86
2427,2725,1864,7,24554.55,0.2365,24,11614.3,2946.55,38.08,64,False,8667.75
2428,2726,2371,9,65003.54,0.084,180,81904.46,46802.55,48.36,75,False,35101.91
2429,2728,2815,8,26736.0,0.1644,36,13186.2,4411.44,68.81,0,False,8774.76
2430,2728,2957,8,10148.44,0.1173,36,3571.24,1674.49,69.35,0,False,1896.75
2431,2729,2995,7,4619.66,0.1398,60,3229.14,1385.9,60.71,69,False,1843.24
2432,2729,2919,8,18492.33,0.0949,72,10529.53,6102.47,59.64,74,False,4427.06
2433,2730,2432,8,15486.85,0.1751,36,8135.24,2555.33,33.16,0,False,5579.91
2434,2731,3049,7,48300.79,0.1822,12,8800.4,2898.05,74.86,0,False,5902.35
2435,2732,2315,7,11705.29,0.141,48,6601.78,2809.27,60.45,117,True,3792.51
2436,2733,2231,7,34162.45,0.1813,36,18580.96,6149.24,53.84,349,True,12431.72
2437,2734,3063,9,64187.98,0.0845,120,54238.84,30810.23,53.48,0,False,23428.61
2438,2735,2063,8,64639.94,0.1747,72,67755.59,21331.18,22.14,112,True,46424.41
2439,2736,3067,9,51115.61,0.1149,180,88097.75,36803.24,68.89,0,False,51294.51
2440,2737,2731,7,29613.68,0.2467,60,36528.47,8884.1,47.46,80,False,27644.37
2441,2738,2660,8,40268.21,0.1041,72,25151.52,13288.51,20.82,51,False,11863.01
2442,2740,455,9,50137.52,0.1149,60,28804.01,12033.0,23.89,111,True,16771.01
2443,2741,1479,9,71409.88,0.0797,120,56913.67,34276.74,29.72,105,True,22636.93
2444,2743,2309,7,19345.76,0.2532,24,9796.69,2321.49,36.52,189,True,7475.2
2445,2744,2992,7,8260.37,0.2527,12,2087.4,495.62,73.0,0,False,1591.78
2446,2745,3064,7,10054.27,0.2671,24,5370.99,1206.51,52.51,128,True,4164.48
2447,2747,1443,9,53500.91,0.1019,60,27258.71,12840.22,24.31,354,True,14418.49
2448,2748,2737,9,67177.32,0.1173,120,78799.0,32245.11,47.93,101,True,46553.89
2449,2749,2173,9,56018.54,0.0862,120,48287.98,26888.9,45.67,102,True,21399.08
2450,2749,1929,9,63580.02,0.1138,120,72354.06,30518.41,45.41,119,True,41835.65
2451,2750,2083,7,34156.43,0.2319,12,7920.88,2049.39,36.56,1,False,5871.49
2452,2752,211,8,60520.17,0.1055,60,31924.39,16643.05,21.16,117,True,15281.34
2453,2752,1869,7,48038.56,0.1816,60,43619.01,14411.57,21.83,114,True,29207.44
2454,2753,2165,7,27577.39,0.2389,12,6588.24,1654.64,56.56,0,False,4933.6
2455,2753,2710,9,60868.32,0.107,180,97693.65,43825.19,51.45,108,True,53868.46
2456,2755,2961,9,57156.14,0.0755,180,64729.33,41152.42,59.83,0,False,23576.91
2457,2759,2791,8,19405.43,0.1041,72,12120.63,6403.79,42.98,101,True,5716.84
2458,2761,711,7,13378.31,0.1912,60,12789.66,4013.49,30.36,149,True,8776.17
2459,2763,2957,9,70393.98,0.1144,180,120796.07,50683.67,61.04,0,False,70112.4
2460,2764,2670,8,26790.4,0.1655,72,26602.87,8840.83,64.21,71,False,17762.04
2461,2766,1808,7,39965.65,0.1669,36,20010.8,7193.82,41.15,174,True,12816.98
2462,2766,1288,8,54519.56,0.1545,60,42116.36,14992.88,39.99,120,True,27123.48
2463,2767,2991,7,41401.3,0.2584,24,21396.19,4968.16,67.54,0,False,16428.03
2464,2768,2033,9,69151.72,0.0998,240,138026.83,66385.65,25.33,120,True,71641.18
2465,2769,2448,9,56448.33,0.0812,180,68754.07,40642.8,24.58,143,True,28111.27
2466,2770,1757,7,18737.42,0.2654,36,14918.73,3372.74,38.9,194,True,11545.99
2467,2770,1516,8,22976.23,0.1641,36,11311.2,3791.08,38.25,113,True,7520.12
2468,2772,3003,9,69640.77,0.1183,180,123577.55,50141.35,68.02,0,False,73436.2
2469,2773,2278,8,20994.8,0.1125,36,7085.74,3464.14,30.78,89,False,3621.6
2470,2777,2998,8,23695.93,0.102,36,7250.95,3909.83,37.47,66,False,3341.12
2471,2777,1422,7,6514.45,0.2061,36,4027.88,1172.6,38.75,139,True,2855.28
2472,2778,1194,7,5583.54,0.2165,60,6044.18,1675.06,30.37,186,True,4369.12
2473,2779,2954,8,14238.12,0.1656,60,11789.16,3915.48,72.91,0,False,7873.68
2474,2780,3030,8,47410.57,0.1427,48,27061.95,10430.33,69.66,0,False,16631.62
2475,2781,2649,8,37797.51,0.1453,24,10983.96,4157.73,56.23,12,False,6826.23
2476,2781,2262,7,46584.51,0.2458,48,45801.89,11180.28,55.84,359,True,34621.61
2477,2783,2737,8,18918.71,0.0967,60,9147.2,5202.65,63.58,0,False,3944.55
2478,2784,2687,9,53579.52,0.0874,120,46828.5,25718.17,56.09,0,False,21110.33
2479,2787,2697,8,17299.82,0.1329,72,13794.88,5708.94,63.23,171,True,8085.94
2480,2787,2443,7,6404.82,0.1593,12,1020.29,384.29,64.79,148,True,636.0
2481,2788,2635,8,10287.65,0.1454,60,7479.12,2829.1,21.49,0,False,4650.02
2482,2789,2499,7,5705.85,0.2302,12,1313.49,342.35,60.51,0,False,971.14
2483,2789,3069,8,16996.78,0.1189,48,8083.67,3739.29,58.88,0,False,4344.38
2484,2791,2023,8,32699.92,0.1611,72,31607.74,10790.97,48.65,320,True,20816.77
2485,2791,2190,8,20281.29,0.1235,24,5009.48,2230.94,49.92,85,False,2778.54
2486,2793,3066,7,17590.22,0.1367,12,2404.58,1055.41,60.81,0,False,1349.17
2487,2793,2317,7,21902.77,0.1797,12,3935.93,1314.17,60.79,69,False,2621.76
2488,2794,1965,9,63200.83,0.1088,180,103143.75,45504.6,26.23,134,True,57639.15
2489,2795,3066,7,4951.01,0.2588,60,6406.61,1485.3,69.19,0,False,4921.31
2490,2796,1092,8,19745.79,0.0944,36,5592.01,3258.06,31.19,104,True,2333.95
2491,2798,2896,8,13498.37,0.1123,24,3031.73,1484.82,70.49,0,False,1546.91
2492,2798,2920,9,68687.45,0.0961,120,66008.64,32969.98,66.59,98,True,33038.66
2493,2799,1896,8,12781.85,0.1223,60,7816.1,3515.01,34.88,97,True,4301.09
2494,2800,2807,7,41728.1,0.1566,36,19603.86,7511.06,41.66,164,True,12092.8
2495,2803,2992,8,33713.87,0.1591,24,10727.75,3708.53,72.29,0,False,7019.22
2496,2804,2323,9,68176.9,0.0703,60,23964.18,16362.46,27.18,105,True,7601.72
2497,2806,1454,9,73713.25,0.0811,180,89672.17,53073.54,21.52,0,False,36598.63
2498,2807,2764,7,29517.43,0.1996,24,11783.36,3542.09,54.97,73,False,8241.27
2499,2810,2969,7,18335.37,0.2287,24,8386.6,2200.24,67.55,144,True,6186.36
2500,2811,2399,9,73133.88,0.0834,180,91490.48,52656.39,21.43,87,False,38834.09
2501,2812,2985,9,62833.3,0.071,120,44611.64,30159.98,59.31,50,False,14451.66
2502,2813,2769,8,25415.74,0.1266,48,12870.53,5591.46,28.01,72,False,7279.07
2503,2814,1830,7,14354.22,0.1603,36,6902.94,2583.76,39.69,68,False,4319.18
2504,2814,2565,7,26187.47,0.1988,12,5206.07,1571.25,39.67,28,False,3634.82
2505,2815,2907,8,19920.94,0.1193,48,9506.27,4382.61,71.45,58,False,5123.66
2506,2816,580,8,12278.14,0.1341,24,3293.0,1350.6,26.13,38,False,1942.4
2507,2818,773,8,39283.68,0.1095,60,21507.81,10803.01,25.56,113,True,10704.8
2508,2819,1526,9,52510.32,0.1141,180,89871.41,37807.43,39.91,112,True,52063.98
2509,2820,1962,7,3546.33,0.1597,60,2831.74,1063.9,31.83,105,True,1767.84
2510,2821,1195,7,30154.98,0.2493,12,7517.64,1809.3,39.44,0,False,5708.34
2511,2822,2946,7,36059.42,0.1682,36,18195.58,6490.7,70.94,0,False,11704.88
2512,2823,741,9,65837.12,0.0806,180,79597.08,47402.73,19.89,106,True,32194.35
2513,2825,1018,9,50806.08,0.0855,120,43439.2,24386.92,24.01,111,True,19052.28
2514,2825,2511,7,36450.6,0.2425,36,26517.81,6561.11,26.17,0,False,19956.7
2515,2826,2191,8,25590.41,0.1363,72,20927.84,8444.84,27.41,113,True,12483.0
2516,2827,735,9,87075.4,0.0932,180,121731.41,62694.29,20.62,119,True,59037.12
2517,2828,556,9,73765.5,0.0761,60,28067.77,17703.72,23.85,145,True,10364.05
2518,2830,2589,7,19827.97,0.2216,60,21969.39,5948.39,61.68,68,False,16021.0
2519,2831,1377,9,53526.44,0.0943,180,75713.15,38539.04,30.56,118,True,37174.11
2520,2835,2855,9,60530.21,0.112,180,101690.75,43581.75,56.79,0,False,58109.0
2521,2839,2948,7,42423.4,0.1293,12,5485.35,2545.4,45.27,87,False,2939.95
2522,2841,2869,8,35859.94,0.1358,48,19479.12,7889.19,68.27,200,True,11589.93
2523,2841,2970,8,39876.09,0.117,72,27993.02,13159.11,67.67,0,False,14833.91
2524,2844,1767,8,20267.39,0.1247,36,7582.03,3344.12,36.68,91,True,4237.91
2525,2844,1673,8,17224.76,0.1311,48,9032.66,3789.45,36.67,150,True,5243.21
2526,2845,3066,8,20287.61,0.1062,72,12927.27,6694.91,74.45,0,False,6232.36
2527,2846,2694,7,18274.39,0.1672,60,15277.39,5482.32,38.89,111,True,9795.07
2528,2846,2010,7,1193.3,0.1717,48,819.56,286.39,39.94,54,False,533.17
2529,2848,2009,7,12537.51,0.1464,36,5506.47,2256.75,35.35,98,True,3249.72
2530,2849,1860,9,60771.81,0.086,240,104527.51,58340.94,40.51,131,True,46186.57
2531,2851,2911,8,30494.55,0.1668,60,25432.45,8386.0,65.96,0,False,17046.45
2532,2851,3051,9,71412.92,0.0804,240,114831.98,68556.4,60.83,0,False,46275.58
2533,2852,2888,9,62144.63,0.0754,120,46857.05,29829.42,66.98,0,False,17027.63
2534,2853,3058,8,11161.39,0.1621,72,10855.57,3683.26,72.77,0,False,7172.31
2535,2854,2558,8,13641.4,0.1307,72,10697.59,4501.66,34.8,113,True,6195.93
2536,2856,2523,9,53530.69,0.0721,240,77191.25,51389.46,38.18,93,True,25801.79
2537,2858,1800,8,14515.64,0.1753,36,7633.78,2395.08,38.86,362,True,5238.7
2538,2859,2626,9,58866.58,0.1049,240,123502.08,56511.92,39.55,73,False,66990.16
2539,2859,2599,9,51281.28,0.077,240,78973.17,49230.03,39.8,14,False,29743.14
2540,2862,3059,8,19312.6,0.1543,48,11919.74,4248.77,69.99,0,False,7670.97
2541,2864,2571,7,16772.22,0.1589,48,10660.42,4025.33,26.12,183,True,6635.09
2542,2865,3032,8,27420.99,0.1229,48,13480.16,6032.62,26.32,0,False,7447.54
2543,2866,1153,8,15553.42,0.1678,72,15659.18,5132.63,38.11,103,True,10526.55
2544,2866,1829,7,24449.04,0.1883,48,18415.02,5867.77,38.15,112,True,12547.25
2545,2867,2914,9,61711.26,0.0712,240,87876.83,59242.81,23.59,36,False,28634.02
2546,2869,3012,7,18337.2,0.1982,24,7268.87,2200.46,68.54,0,False,5068.41
2547,2870,2743,8,55758.5,0.159,48,35462.41,12266.87,24.35,105,True,23195.54
2548,2870,1162,8,69476.02,0.1327,60,46097.34,19105.91,23.6,112,True,26991.43
2549,2872,2625,9,71594.86,0.0816,120,58421.41,34365.53,26.9,60,False,24055.88
2550,2873,1432,8,13278.83,0.1786,48,9486.4,2921.34,39.92,114,True,6565.06
2551,2874,3028,7,9051.94,0.1531,24,2771.7,1086.23,72.78,50,False,1685.47
2552,2875,2374,9,69351.65,0.0769,180,79997.13,49933.19,49.19,101,True,30063.94
2553,2877,2328,8,24402.91,0.1066,60,13006.75,6710.8,48.68,147,True,6295.95
2554,2877,1992,7,10357.3,0.238,60,12325.19,3107.19,50.0,196,True,9218.0
2555,2879,453,9,56508.61,0.073,240,82502.57,54248.27,21.93,348,True,28254.3
2556,2879,1497,8,20259.52,0.101,48,8184.85,4457.09,25.72,88,False,3727.76
2557,2880,2254,7,22068.67,0.2067,36,13684.78,3972.36,27.21,110,True,9712.42
2558,2882,2836,9,65325.53,0.1079,180,105729.37,47034.38,56.14,97,True,58694.99
2559,2883,2162,9,62058.49,0.0998,120,61934.37,29788.08,34.23,69,False,32146.29
2560,2883,2357,8,14043.3,0.1391,48,7813.69,3089.53,37.78,75,False,4724.16
2561,2884,1540,9,50242.44,0.1017,60,25548.28,12058.19,30.27,349,True,13490.09
2562,2888,1718,7,45274.81,0.2756,24,24955.48,5432.98,28.25,35,False,19522.5
2563,2889,2250,9,68014.47,0.0811,180,82739.6,48970.42,31.17,146,True,33769.18
2564,2890,2495,9,57926.77,0.095,240,110060.86,55609.7,33.48,89,False,54451.16
2565,2891,2308,7,18344.4,0.1957,60,17950.0,5503.32,56.87,57,False,12446.68
2566,2892,983,8,12693.22,0.1031,48,5234.68,2792.51,24.7,197,True,2442.17
2567,2893,2619,8,15487.47,0.1438,60,11135.49,4259.05,60.12,80,False,6876.44
2568,2893,2548,9,53445.06,0.0925,60,24718.34,12826.81,58.01,71,False,11891.53
2569,2895,3008,8,20834.33,0.1211,60,12615.19,5729.44,67.72,0,False,6885.75
2570,2896,2936,9,287134.0,0.1079,240,619635.17,275648.64,53.96,116,True,343986.53
2571,2897,1993,7,10991.71,0.2342,36,7722.78,1978.51,51.37,114,True,5744.27
